stationSheet,day,weekday,depot,arrivalTrainNumber,arrivalRoute,arrivalAstanaStop,arrivalAstanaTime,arrivalBindingTime,departureTrainNumber,departureRoute,departureAstanaStop,departureAstanaTime,departureBindingTime,dwellMinutes,dwellHours,matchType
Алматы,21,вс,ТЧЭ,106,Петропавловск - Алматы 2,Астана-1,04:24,22:58,105,,,,23:05,2887,48.12,arrival_only
Алматы,23,вт,ТЧЭ,106,Петропавловск - Алматы 2,Астана-1,04:24,22:58,105,,,,23:05,2887,48.12,arrival_only
Алматы,27,сб,ТЧЭ,106,Петропавловск - Алматы 2,Астана-1,04:24,22:58,105,,,,23:05,2887,48.12,arrival_only
Алматы,29,пн,ТЧЭ,106,Петропавловск - Алматы 2,Астана-1,04:24,22:58,105,,,,23:05,2887,48.12,arrival_only
Тобол,18,чт,ТЧЭ,081,Нурлы жол - Орал,Нурлы жол,23:55,09:57,082,Орал - Нурлы жол,Астана-1,15:02,05:24,2607,43.45,paired
Тобол,20,сб,ТЧЭ,081,Нурлы жол - Орал,Нурлы жол,23:55,09:57,082,Орал - Нурлы жол,Астана-1,15:02,05:24,2607,43.45,paired
Тобол,22,пн,ТЧЭ,081,Нурлы жол - Орал,Нурлы жол,23:55,09:57,082,Орал - Нурлы жол,Астана-1,15:02,05:24,2607,43.45,paired
Тобол,24,ср,ТЧЭ,081,Нурлы жол - Орал,Нурлы жол,23:55,09:57,082,Орал - Нурлы жол,Астана-1,15:02,05:24,2607,43.45,paired
Тобол,26,пт,ТЧЭ,081,Нурлы жол - Орал,Нурлы жол,23:55,09:57,082,Орал - Нурлы жол,Астана-1,15:02,05:24,2607,43.45,paired
Тобол,28,вс,ТЧЭ,081,Нурлы жол - Орал,Нурлы жол,23:55,09:57,082,Орал - Нурлы жол,Астана-1,15:02,05:24,2607,43.45,paired
Тобол,30,вт,ТЧЭ,081,Нурлы жол - Орал,Нурлы жол,23:55,09:57,082,Орал - Нурлы жол,Астана-1,15:02,05:24,2607,43.45,paired
Жана-Есиль,15,пн,ТЧЭ,,,,,,048,Нурлы жол - Атырау,Нурлы жол,23:49,03:59,1414,23.57,departure_only
Жана-Есиль,19,пт,ТЧЭ,,,,,,048,Нурлы жол - Атырау,Нурлы жол,23:49,03:59,1414,23.57,departure_only
Жана-Есиль,21,вс,ТЧЭ,,,,,,048,Нурлы жол - Атырау,Нурлы жол,23:49,03:59,1414,23.57,departure_only
Жана-Есиль,23,вт,ТЧЭ,,,,,,048,Нурлы жол - Атырау,Нурлы жол,23:49,03:59,1414,23.57,departure_only
Жана-Есиль,25,чт,ТЧЭ,,,,,,048,Нурлы жол - Атырау,Нурлы жол,23:49,03:59,1414,23.57,departure_only
Жана-Есиль,27,сб,ТЧЭ,,,,,,048,Нурлы жол - Атырау,Нурлы жол,23:49,03:59,1414,23.57,departure_only
Жана-Есиль,29,пн,ТЧЭ,,,,,,048,Нурлы жол - Атырау,Нурлы жол,23:49,03:59,1414,23.57,departure_only
Жана-Есиль,31,ср,ТЧЭ,,,,,,048,Нурлы жол - Атырау,Нурлы жол,23:49,03:59,1414,23.57,departure_only
Жана-Есиль,2,пн,ТЧЭ,,,,,,048,Нурлы жол - Атырау,Нурлы жол,23:49,03:59,1414,23.57,departure_only
Есиль,13,сб,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,14,вс,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,15,пн,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,16,вт,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,17,ср,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,18,чт,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,19,пт,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,20,сб,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,21,вс,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,22,пн,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,23,вт,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,24,ср,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,25,чт,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,26,пт,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,27,сб,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,28,вс,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,29,пн,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,30,вт,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,31,ср,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Есиль,1,вс,ТЧЭ,655,Нурлы жол - Аркалык,Нурлы жол,19:18,03:42,656,Аркалык - Нурлы жол,Астана-1,08:01,23:53,1211,20.18,paired
Павлодар,13,сб,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Павлодар,14,вс,ТЧЭ,038,,,,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,departure_only
Павлодар,15,пн,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Павлодар,16,вт,ТЧЭ,038,,,,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,departure_only
Павлодар,17,ср,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Павлодар,18,чт,ТЧЭ,038,,,,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,departure_only
Павлодар,19,пт,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Павлодар,20,сб,ТЧЭ,038,,,,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,departure_only
Павлодар,21,вс,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Павлодар,22,пн,ТЧЭ,038,,,,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,departure_only
Павлодар,23,вт,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Павлодар,24,ср,ТЧЭ,038,,,,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,departure_only
Павлодар,25,чт,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Павлодар,26,пт,ТЧЭ,038,,,,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,departure_only
Павлодар,27,сб,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Павлодар,28,вс,ТЧЭ,038,,,,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,departure_only
Павлодар,29,пн,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Павлодар,30,вт,ТЧЭ,038,,,,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,departure_only
Павлодар,31,ср,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Павлодар,1,чт,ТЧЭ,038,,,,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,departure_only
Павлодар,2,пт,ТЧЭ,354,Нурлы жол - Семей,Нурлы жол,17:55,02:45,045,Павлодар - Туркестан,Сороковая,11:48,21:25,1124,18.73,paired
Жана-Есиль,14,вс,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,15,пн,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,16,вт,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,17,ср,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,18,чт,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,19,пт,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,20,сб,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,21,вс,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,22,пн,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,23,вт,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,24,ср,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,25,чт,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,26,пт,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,27,сб,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,28,вс,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,29,пн,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,30,вт,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,31,ср,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Жана-Есиль,1,вс,ТЧЭ,327,,,,01:11,328,Костанай - Караганды,Астана-1,08:19,18:00,1009,16.82,departure_only
Павлодар,14,вс,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,976,16.27,departure_only
Павлодар,16,вт,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,976,16.27,departure_only
Павлодар,18,чт,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,976,16.27,departure_only
Павлодар,20,сб,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,976,16.27,departure_only
Павлодар,22,пн,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,976,16.27,departure_only
Павлодар,24,ср,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,976,16.27,departure_only
Павлодар,26,пт,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,976,16.27,departure_only
Павлодар,28,вс,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,976,16.27,departure_only
Павлодар,30,вт,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,976,16.27,departure_only
Павлодар,1,чт,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,976,16.27,departure_only
Павлодар,13,сб,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Павлодар,14,вс,ТЧЭ,046,,,,08:38,037,Мангистау - Семей,Астана-1,02:45,23:59,921,15.35,departure_only
Павлодар,15,пн,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Павлодар,16,вт,ТЧЭ,046,,,,08:38,037,Мангистау - Семей,Астана-1,02:45,23:59,921,15.35,departure_only
Павлодар,17,ср,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Павлодар,18,чт,ТЧЭ,046,,,,08:38,037,Мангистау - Семей,Астана-1,02:45,23:59,921,15.35,departure_only
Павлодар,19,пт,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Павлодар,20,сб,ТЧЭ,046,,,,08:38,037,Мангистау - Семей,Астана-1,02:45,23:59,921,15.35,departure_only
Павлодар,21,вс,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Павлодар,22,пн,ТЧЭ,046,,,,08:38,037,Мангистау - Семей,Астана-1,02:45,23:59,921,15.35,departure_only
Павлодар,23,вт,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Павлодар,24,ср,ТЧЭ,046,,,,08:38,037,Мангистау - Семей,Астана-1,02:45,23:59,921,15.35,departure_only
Павлодар,25,чт,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Павлодар,26,пт,ТЧЭ,046,,,,08:38,037,Мангистау - Семей,Астана-1,02:45,23:59,921,15.35,departure_only
Павлодар,27,сб,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Павлодар,28,вс,ТЧЭ,046,,,,08:38,037,Мангистау - Семей,Астана-1,02:45,23:59,921,15.35,departure_only
Павлодар,29,пн,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Павлодар,30,вт,ТЧЭ,046,,,,08:38,037,Мангистау - Семей,Астана-1,02:45,23:59,921,15.35,departure_only
Павлодар,31,ср,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Павлодар,1,чт,ТЧЭ,046,,,,08:38,037,Мангистау - Семей,Астана-1,02:45,23:59,921,15.35,departure_only
Павлодар,2,пт,ТЧЭ,046,,,,08:38,353,Семей - Нурлы жол,Сороковая,05:00,23:59,921,15.35,departure_only
Тобол,17,ср,ТЧЭ,037,Мангистау - Семей,Астана-1,11:12,21:47,038,,,,06:10,821,13.68,arrival_only
Тобол,21,вс,ТЧЭ,037,Мангистау - Семей,Астана-1,11:12,21:47,038,,,,06:10,821,13.68,arrival_only
Тобол,25,чт,ТЧЭ,037,Мангистау - Семей,Астана-1,11:12,21:47,038,,,,06:10,821,13.68,arrival_only
Тобол,29,пн,ТЧЭ,037,Мангистау - Семей,Астана-1,11:12,21:47,038,,,,06:10,821,13.68,arrival_only
Павлодар,13,сб,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,762,12.7,departure_only
Павлодар,15,пн,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,762,12.7,departure_only
Павлодар,17,ср,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,762,12.7,departure_only
Павлодар,19,пт,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,762,12.7,departure_only
Павлодар,21,вс,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,762,12.7,departure_only
Павлодар,23,вт,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,762,12.7,departure_only
Павлодар,25,чт,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,762,12.7,departure_only
Павлодар,27,сб,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,762,12.7,departure_only
Павлодар,29,пн,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,762,12.7,departure_only
Павлодар,31,ср,ТЧЭ,,,,,,067,Оскемен-1 - Нурлы жол,Сороковая,07:57,01:29,762,12.7,departure_only
Павлодар,13,сб,ТЧЭ,068,Нурлы жол - Оскемен-1,Нурлы жол,19:00,01:25,139,Пресногорьковская - Павлодар,Астана-1,09:13,14:05,760,12.67,paired
